CERT_ID,CERT_NAME,URL,ACRONYM,KEYWORD,TRAINING,EITHER,EXAM,RENEWAL,CEU,REEXAM,CPD,CERT_ANY,EXAM_DETAILS,TYPE,TYPEORDER,ORG_ID,ORG_NAME,ORG_ADDRES,ORG_PHONE1,EXT,ORG_PHONE2,ORG_FAX,ORG_EMAIL,ORG_WEBPAG,ORG ACRONYM,CERT_DESCRIPTION
13157,English/Western Level 3 Instructor,https://cha.horse/cha-certifications/,EWI,  ,1,,1,3 ,1,0,0,0,"CHA certifications are offered at CHA Program Member facilities that can provide the amenities, horses and equipment needed for the type of certification listed.&lt;br /&gt;&lt;a href=&quot;https://cha.horse/cha-certifications/#cha-certification-process&quot; target=&quot;_blank&quot;&gt;https://cha.horse/cha-certifications/#cha-certification-process&lt;/a&gt;",Advanced,B,0310,Certified Horsemanship Association,"1795 Alysheba Way,  Suite 7102,  Lexington, KY  40509",859-259-3399,,,859-255-0726,office@CHA-ahse.org,https://cha.horse/,CHA,"Minimum age 18. English and/or Western. Qualified to coach students in improving form, style and understanding of the natural aids, including basic jumping (optional), turn backs to the rail, transitions, school figures and leads with a greater emphasis on horsemanship theory and horse care. Must teach entire group cantering/loping at once."
13158,English/Western Level 4 Instructor,https://cha.horse/cha-certifications/,EWI,  ,1,,1,3 ,1,0,0,0,"CHA certifications are offered at CHA Program Member facilities that can provide the amenities, horses and equipment needed for the type of certification listed.&lt;br /&gt;&lt;a href=&quot;https://cha.horse/cha-certifications/#cha-certification-process&quot; target=&quot;_blank&quot;&gt;https://cha.horse/cha-certifications/#cha-certification-process&lt;/a&gt;",Advanced,B,0310,Certified Horsemanship Association,"1795 Alysheba Way,  Suite 7102,  Lexington, KY  40509",859-259-3399,,,859-255-0726,office@CHA-ahse.org,https://cha.horse/,CHA,"Minimum age 18. English and/or Western. Qualified to improve the performance of advanced riders, including jumping courses (optional), dressage, reining, and other performance events, advanced horse management and horsemanship theory. Must be able to teach any topic in this level without preparation."
13159,English/Western Master Instructor,https://cha.horse/cha-certifications/,EWI,  ,1,,1,3 ,1,0,0,0,"CHA certifications are offered at CHA Program Member facilities that can provide the amenities, horses and equipment needed for the type of certification listed.&lt;br /&gt;&lt;a href=&quot;https://cha.horse/cha-certifications/#cha-certification-process&quot; target=&quot;_blank&quot;&gt;https://cha.horse/cha-certifications/#cha-certification-process&lt;/a&gt;",Advanced,B,0310,Certified Horsemanship Association,"1795 Alysheba Way,  Suite 7102,  Lexington, KY  40509",859-259-3399,,,859-255-0726,office@CHA-ahse.org,https://cha.horse/,CHA,Level 4 in English and Western seats. Jumping not required. Highly experienced in a variety of teaching and management situations.
9627,Enterprise Administration Professional 19-001,https://www.esri.com/training/catalog/5ba127e646fee07da2714e7c/enterprise-administration-professional-19-001/#core,EAEP,"ArcGIS, Geospatial, geographic Arc, GIS, ESRI",0,,1,  ,0,0,0,0,"Via Pearson, online or in-person",Product/Equipment,D,1526,Environmental Systems Research Institute,"380 New York Street Redlands, CA 92373",909-793-2853,,,,,https://www.esri.com/en-us/home,ESRI,The Enterprise Administration Professional exam tests the candidate's experience managing ArcGIS for enterprise organizations using portal or online. Qualified candidates should have experience and proficiency in best practices and uses of Esri's ArcGIS technologies.
11953,Enterprise Administration Professional 2201,https://www.esri.com/training/catalog/612509be42dcee2ab871ac34/enterprise-administration-professional-2201/#core,EAEP,ESRI  ,0,,1,  ,0,0,0,0,"Via Pearson, online or in-person",Product/Equipment,D,1526,Environmental Systems Research Institute,"380 New York Street Redlands, CA 92373",909-793-2853,,,,,https://www.esri.com/en-us/home,ESRI,"The Enterprise Administration Professional Exam validates skills related to deploying ArcGIS Enterprise; configuring, maintaining, and troubleshooting the core components; and managing updates to services and apps. This exam will test the candidate's experience applying these skills and processes to support enterprise GIS workflows."
14424,Enterprise Analyzer Certified Professional,https://www.opentext.com/learning-services/learning-paths#section5,,  ,0,,1,  ,1,,0,,,Product/Equipment,D,1825,OpenText,,1-800-499-6544,,,,,https://www.opentext.com/,,"Enterprise Analyzer Certified Professional Exam is designed to test the skills of Enterprise Analyzer Business Analysts and help them achieve their certifications. This exam verifies and validates your understanding of the fundamental concepts, functionality, features, and application of the Enterprise Analyzer tool."
10865,Enterprise Architect,https://www.eacoe.org/enterprise-architecture-certifications,EA,  ,1,,1,2 ,,,,,,Advanced,B,1584,Enterprise Architecture Center of Excellence,"10895 Lakepointe Dr. Pinckney, MI 48169",810-231-0531,,,810-231-6631,info@EACOE.org,https://www.eacoe.org/,EACOE,"Recognizes those EACOE members who have demonstrated classroom performance and presentations, and successfully completed the EACOE Certification Workshop and associated modeling activities"
10868,Enterprise Architect Fellow,https://www.eacoe.org/enterprise-architecture-certifications,EAF,  ,1,,1,5 ,,,,,,Advanced,B,1584,Enterprise Architecture Center of Excellence,"10895 Lakepointe Dr. Pinckney, MI 48169",810-231-0531,,,810-231-6631,info@EACOE.org,https://www.eacoe.org/,EACOE,"Our most prestigious membership, recognizing the top EACOE members for their outstanding accomplishments in Enterprise Architecture."
11954,Enterprise Geodata Management Professional 19-001,https://www.esri.com/training/catalog/5ba127a146fee07da2714e10/enterprise-geodata-management-professional-19-001/#core,EGMP,ESRI  ,0,,1,  ,0,0,0,0,"Via Pearson, online or in-person",Product/Equipment,D,1526,Environmental Systems Research Institute,"380 New York Street Redlands, CA 92373",909-793-2853,,,,,https://www.esri.com/en-us/home,ESRI,"The Enterprise Data Management Professional exam tests the candidate's experience as a database or GIS administrator. Qualified candidates should be proficient in best practices related to managing an enterprise geodatabase with advanced experience in a multi-user environment. This includes an understanding of the features of a geodatabase, such as installation, configuration, versioning, tuning, replication, and database diagnostics at an in-depth level. Candidates should have 4 years of experience with Esri's ArcGIS technology related to the components and architecture of the geodatabase."
9637,Enterprise Geodata Management Professional 2201,https://www.esri.com/training/catalog/61b8c4673e0b1341e9acce3e/enterprise-geodata-management--professional-2201/#core,EGMP,"geospatial, ESRI, database, ESRI Geographical information systems",0,,1,  ,0,0,0,0,"Via Pearson, online or in-person",Product/Equipment,D,1526,Environmental Systems Research Institute,"380 New York Street Redlands, CA 92373",909-793-2853,,,,,https://www.esri.com/en-us/home,ESRI,"The Enterprise Geodata Management Professional exam tests the skills related to configuration, design, data loading, maintenance, versioning, archiving, tuning, and replication of enterprise geodatabases."
9634,Enterprise System Design Professional 2201,https://www.esri.com/training/catalog/6165a66628674c33845ee00e/enterprise-system-design-professional-2201/#core,ESDP,"database, ESRI geospatial, ESRI, GIS",0,,1,  ,0,0,0,0,"Via Pearson, online or in-person",Product/Equipment,D,1526,Environmental Systems Research Institute,"380 New York Street Redlands, CA 92373",909-793-2853,,,,,https://www.esri.com/en-us/home,ESRI,The Esri Enterprise System Design Professional Exam is designed for candidates with a mid to high level of diverse and varied experience in enterprise system design and implementation. Candidates should have approximately 3 to 5 years of experience designing and implementing enterprise information systems in small to large organizations and 24 to 36 months working with Esri's ArcGIS technology.
13468,Entrepreneurship and Small Business,https://certiport.pearsonvue.com/Certifications/ESB/Certification/Overview,,  ,0,,1,1 ,,1,,,,Core,A,1786,Certiport,"1633 W. Innovation Way 5th Floor Lehi, UT 84043",888-999-9830,,801-847-3100,,,https://certiport.pearsonvue.com/,,"Entrepreneurship and Small Business is a certification from Certiport, sponsored by Intuit and the Network for Teaching Entrepreneurship, that ensures tomorrow's leaders are prepared with the toolkit they need to get ahead in today's competitive landscape. Whether you are starting a bakery or launching the next billion dollar startup, ESB validates a students' understanding of core business principles, including the essentials needed to launch and maintain a successful business.

Candidates for ESB certification will be expected to have key conceptual knowledge of entrepreneurial and small business principles through at least 150 hours of instruction. Please note that it is not required for students to have real-world experience as a small business manager in order to take and pass the exam. Successful completion of this certification will validate the skills and knowledge for those students interested in working in a middle-skill trade profession as their own boss and those with entrepreneurship and small business career aspirations."
11852,Entry Level Tender Diver,https://www.adc-int.org/content.asp?contentid=136,,"diver,  ",1,,1,4 ,0,0,0,0,&lt;a href=&quot;https://www.adc-int.org/files/C11634_proof.pdf&quot; target=&quot;_blank&quot;&gt;ADCI Consensus Standards for Commercial Diving and Underwater Operations&lt;/a&gt;,Core,A,0915,Association of Diving Contractors International,"5206 FM 1960 West, Ste. 202 Houston, TX 77069",281-893-8388,,,281-893-5118,pnewsum@adc-int.org,https://www.adc-int.org,ADC,These individuals must be properly trained in accordance with the current edition of the ADCI Consensus Standards for Commercial Diving and Underwater Operations and will then continue their path of career progression through on-the-job training and demonstrated field and leadership experience. All ADCI general member company diving personnel need to hold a current ADCI certification card reflective of the assigned tasks to be performed. This certification card needs to be obtained within 90 days of employment with a general member company.
6796,Envelope Professional,https://www.bpi.org/__site/certified-professionals/envelope-professional/,EP,Envelope Manufactured housing ,0,,1,3 ,1,1,0,0,,Specialty,C,0951,Building Performance Institute,"107 Hermes Road, Suite 110 Malta, NY 12020",877-274-1274,,518-899-2727,517-777-1274,,https://www.bpihomeowner.org/,BPI,"Quantify performance and prescribe improvements to help tighten the building envelope (shell), stop uncontrolled air leakage and optimize comfort, durability and HV/AC performance."
15168,Environment Management - Lead Auditor,https://treccert.com/certification-programs/environment/,ISO 14001-LA,  ,0,,1,3 ,1,0,0,0,,Core,A,1993,TRECCERT,"Vahrenwalder Stra&copy;e 269A Hannover, SN 30179",,,,,,https://treccert.com/,,The ISO 14001 Lead Auditor certification is specifically designed for professionals with an in-depth understanding of ISO 14001 requirements and guidelines. This program caters to individuals responsible for auditing and evaluating Environmental Management Systems (EMS) against ISO 14001 standards.
15167,Environment Management - Lead Implementer,https://treccert.com/certification-programs/environment/,ISO 14001-LI,  ,0,,1,3 ,1,0,0,0,,Core,A,1993,TRECCERT,"Vahrenwalder Stra&copy;e 269A Hannover, SN 30179",,,,,,https://treccert.com/,,The ISO 14001 Lead Implementer certification is designed for seasoned professionals with an advanced comprehension of ISO 14001 environmental management system requirements and guidelines. Tailored for those responsible for implementing and overseeing Environmental Management Systems (EMS).
15166,Environment Management - Practitioner,https://treccert.com/certification-programs/environment/,ISO 14001-P,  ,0,,1,3 ,1,0,0,0,,Core,A,1993,TRECCERT,"Vahrenwalder Stra&copy;e 269A Hannover, SN 30179",,,,,,https://treccert.com/,,The ISO 14001 Practitioner Certification is designed to acknowledge individuals who possess a foundational understanding of ISO 14001 requirements and environmental management principles. This certification program is crafted to assess professionals&copy; knowledge and comprehension of EMS standards and practices.
3718,Environmental Analytical Technologist,https://nrcc6.org/environmental/,eac,Environmental Analytical Chemist  ,1,,1,1 ,1,,1,0,,Advanced,B,0750,National Registry of Certified Chemists,"927 S. Walter Reed Drive #11, Arlington, VA 22204",703-979-9001,,,,nrcc6@aol.com,https://nrcc6.org/,NRCC,
1126,Environmental Professional In-Training,https://gobgc.org/epi/,EPI,environmental professional intern  ,0,,1,7 ,,,,0,,Core,A,1754,Board for Global EHS Credentialing,"6005 W St. Joe Hwy Ste 300 Lansing, MI 48917",517-321-2638,,,517-321-4624,,https://gobgc.org/,BGC,"The Environmental Professional In-Training (EPI) is for environmental professionals who have entered the field within the last five years or for students about to graduate. It is the only independent, international, and interdisciplinary entry-level designation that allows them to demonstrate knowledge of general environmental science by passing the General Environmental Science Exam (GES), a rigorous test, which includes knowledge and skills in the following areas:

Basic Science
Mathematics
Treatment and disposal
Monitoring"
12723,Environmental Sustainability Professional,https://www.ieha.org/edu_8-Environmental-Sustainability-Professional-ESP-Credential-Programs,ESP,  ,0,,1,3 ,1,1,0,1,1-day instructor-led training course which is taught virtually. The course is available as a self paced course via online through IEHA&#39;s Learning Management System (LMS).&amp;nbsp; Training is also available as a 1 or 2 day instructor led course onsite at a facility of your choice by an IEHA certified trainer.,Core,A,1429,International Executive Housekeeping Association,"IEHA, 1001 Eastwind Drive, Suite 301 Westerville, OH 43081-3361",(614) 895-7166,,(800) 200-6342,(614) 895-1248,excel@ieha.org,https://www.ieha.org/,IEHA,"IEHA, a Division of ISSA, announces the launch of its new Environmental Sustainability Professional (ESP) credential to assist IEHA/ISSA members in defining and validating their roles as sustainability practitioners."
14816,Epic Games Game Design Professional Certificate,https://www.coursera.org/professional-certificates/epic-games-game-design-professional-certificate?,,  ,0,,1,,0,0,0,0,,Product/Equipment,D,1970,Epic Games,,,,,,,https://www.epicgames.com,,
7160,Equine Facility Manager Level 1 - Stable Worker,https://cha.horse/cha-certifications/,EFM,Stable worker  ,0,,1,3 ,1,0,0,0,"CHA certifications are offered at CHA Program Member facilities that can provide the amenities, horses and equipment needed for the type of certification listed.&lt;br /&gt;&lt;a href=&quot;https://cha.horse/cha-certifications/#cha-certification-process&quot; target=&quot;_blank&quot;&gt;https://cha.horse/cha-certifications/#cha-certification-process&lt;/a&gt;",Core,A,0310,Certified Horsemanship Association,"1795 Alysheba Way,  Suite 7102,  Lexington, KY  40509",859-259-3399,,,859-255-0726,office@CHA-ahse.org,https://cha.horse/,CHA,"Minimum age 16. Qualified to work in an equine facility under the supervision of a manager. Must be able to safely catch, halter, lead and secure horses, perform feeding and stable chores, and have basic equine knowledge including parts of the horse, signs of health, and herd behavior."
7161,Equine Facility Manager Level 2 - Stable Manager,https://cha.horse/cha-certifications/,EFM,Stable manager  ,1,,1,3 ,1,0,0,0,"CHA certifications are offered at CHA Program Member facilities that can provide the amenities, horses and equipment needed for the type of certification listed.&lt;br /&gt;&lt;a href=&quot;https://cha.horse/cha-certifications/#cha-certification-process&quot; target=&quot;_blank&quot;&gt;https://cha.horse/cha-certifications/#cha-certification-process&lt;/a&gt;",Advanced,B,0310,Certified Horsemanship Association,"1795 Alysheba Way,  Suite 7102,  Lexington, KY  40509",859-259-3399,,,859-255-0726,office@CHA-ahse.org,https://cha.horse/,CHA,"Minimum age 18. Qualified to manage a small private stable of up to ten head and one or two employees. Must understand basic equine nutrition, first-aid and routine health maintenance, vital signs, grooming, bedding and manure management, and hoof care."
7162,Equine Facility Manager Level 3 - Herd Manager,https://cha.horse/cha-certifications/,EFM,Herd Manager  ,1,,1,3 ,1,0,0,0,"CHA certifications are offered at CHA Program Member facilities that can provide the amenities, horses and equipment needed for the type of certification listed.&lt;br /&gt;&lt;a href=&quot;https://cha.horse/cha-certifications/#cha-certification-process&quot; target=&quot;_blank&quot;&gt;https://cha.horse/cha-certifications/#cha-certification-process&lt;/a&gt;",Advanced,B,0310,Certified Horsemanship Association,"1795 Alysheba Way,  Suite 7102,  Lexington, KY  40509",859-259-3399,,,859-255-0726,office@CHA-ahse.org,https://cha.horse/,CHA,"Minimum age 18. Qualified to manage a public equine facility of up to 35 head and three or four employees. Skills required include care of facility, equipment, and supplies; scheduling programs; personnel management; risk management; stallion/broodmare care; disease control; record keeping; medications and supplements; and communication skills."
13166,Equine Facility Manager Level 4 - Equine Facility Manager,https://cha.horse/cha-certifications/,EFM,  ,1,,1,3 ,1,0,0,0,"CHA certifications are offered at CHA Program Member facilities that can provide the amenities, horses and equipment needed for the type of certification listed.&lt;br /&gt;&lt;a href=&quot;https://cha.horse/cha-certifications/#cha-certification-process&quot; target=&quot;_blank&quot;&gt;https://cha.horse/cha-certifications/#cha-certification-process&lt;/a&gt;",Advanced,B,0310,Certified Horsemanship Association,"1795 Alysheba Way,  Suite 7102,  Lexington, KY  40509",859-259-3399,,,859-255-0726,office@CHA-ahse.org,https://cha.horse/,CHA,"Minimum age 21. Qualified as general manager of a commercial equine operation with greater than 35 head and with five or more employees. Business, financial, and personnel development skills are needed including budgeting, strategic planning; insurance; conflict resolution; federal and local regulations; horse selection and evaluation; staff training; and disaster planning."
2268,Estate Planning Law Specialist,https://www.naepc.org/designations/estate-law/introduction,,Estate planning Law specialist ,1,,1,5 ,1,,,0,,Advanced,B,0544,National Association of Estate Planners & Councils,"PO Box 46, Bryn Mawr, PA 19010-2196",6105261389,,,6105261310,,https://www.naepc.org/,NAEPC,"Attorneys who become Board-certified under this program demonstrate a high level of professionalism and commitment to the concept of specialization. We believe that as attorney specialization increases, it will benefit not only lawyers but the public. This program is currently the only program, other than certain state bar association programs which are only for residents of their particular states, accredited by the American Bar Association to Board-certify attorneys as Estate Planning Law Specialists. It is administered by an attorney-run affiliate of the National Association of Estate Planners & Councils, the Estate Law Specialist Board, Inc. The program was accredited by the ABA in 1996."
14797,Ethernet Communications 1,https://www.saca.org/smart-automation-certifications/saca-micro-credential-descriptions/,C-212,  ,0,,1,  ,0,0,0,0,,Unclassified,F,1701,Smart Automation Certification Alliance,"3500 PNC Tower Louisville, KY 40202",502-630-3309,,,,Contact@saca.org,https://www.saca.org/,SACA,"Prepares individuals to connect, configure, monitor, and operate basic Ethernet networks in an Industry 4.0 environment. Key skills include: interpreting IP addresses, setting IP addresses (PCs, PLCs, robots, and other machines), connecting devices to an Ethernet network, setting up and configuring a basic managed Ethernet switch that uses layer 2 technology, connecting an Ethernet network in a star topology, configuring a managed switch subnet, identifying type of topology given a diagram, configuring a network for static and dynamic addressing, monitoring and interpreting status indicators on switch, viewing managed Ethernet switch network performance and diagnostics via software, and configuring port security of a managed switch network."
14855,Ethernet Communications 2,https://www.saca.org/smart-automation-certifications/saca-micro-credential-descriptions/,C-310,  ,0,,1,,0,0,0,0,,Product/Equipment,D,1701,Smart Automation Certification Alliance,"3500 PNC Tower Louisville, KY 40202",502-630-3309,,,,Contact@saca.org,https://www.saca.org/,SACA,"Prepares individuals to program, configure, monitor, operate, and troubleshoot Ethernet communications between intelligent industrial automation devices using wired and wireless Ethernet communications. Key skills include: PLC implicit and explicit messaging, PLC distributed I/O, VFD-PLC Ethernet communications, VLAN security, wireless Ethernet networks, and IACS network troubleshooting."
14397,Examination for Professional Practice in Psychology,https://asppb.net/exams/eppp/,EPPP,Psychology  ,1,,1,  ,,1,,,,Core,A,1915,Association of State and Provincial Psychology Boards,"P. O. Box 849 Tyrone, GA 30290",678-216-1175,,,,,https://asppb.net/,ASPPB,"This is a critical assessment as it provides licensure boards with information on their Candidates' general knowledge of psychology. This includes important psychological theories in areas such as cognition, affect, development, and general knowledge of intervention and assessment, research, factors impacting psychological functioning as well as many other aspects of the foundational knowledge that psychologists are taught in graduate school."
14052,Examination in Marital and Family Therapy,https://amftrb.org/exam-info/,,Therapy Marital Therapy Family Therapy,1,,1,,,,,,,Specialty,C,1851,Association of Marital & Family Therapy Regulatory Boards,"1843 Austin Bluffs Parkway Colorado Springs, CO 80918",,,,,,https://amftrb.org/,AMFTRB,"The Association of Marital and Family Therapy Regulatory Board's (AMFTRB) Examination in Marital and Family Therapy is provided to assist state boards of examiners in evaluating the knowledge of applicants for licensure or certification. There is a wide diversity of educational backgrounds among the applicants who seek licensure or certification in marital and family therapy. AMFTRB offers a standardized examination, for use by its member boards, in order to determine if these applicants have attained the knowledge considered essential for entry&#8209;level professional practice, and in order to provide a common element in the evaluation of candidates from one state to another."
14052,Examination in Marital and Family Therapy,https://amftrb.org/exam-info/,,Therapy Marital Therapy Family Therapy,1,,1,,,,,,,Advanced,B,1851,Association of Marital & Family Therapy Regulatory Boards,"1843 Austin Bluffs Parkway Colorado Springs, CO 80918",,,,,,https://amftrb.org/,AMFTRB,"The Association of Marital and Family Therapy Regulatory Board's (AMFTRB) Examination in Marital and Family Therapy is provided to assist state boards of examiners in evaluating the knowledge of applicants for licensure or certification. There is a wide diversity of educational backgrounds among the applicants who seek licensure or certification in marital and family therapy. AMFTRB offers a standardized examination, for use by its member boards, in order to determine if these applicants have attained the knowledge considered essential for entry&#8209;level professional practice, and in order to provide a common element in the evaluation of candidates from one state to another."
9446,Executive Certification,https://www.emergencydispatch.org/what-we-do/courses-and-training,,Emergency dispatch program Administrator ,1,,1,2 ,1,1,0,0,,Advanced,B,1487,International Academies of Emergency Dispatch,"110 South Regent, Suite 800 Salt Lake City, UT 84111",(801) 359-6916,,(800) 960-6236,(801) 359-0996,pam.stewart@emergencydispatch.org,https://www.emergencydispatch.org/,IAED,The NAED Executive Certification course provides the tools necessary to deliver a safe and professional emergency dispatch program which covers the essential operating principles of emergency dispatch. It combines an overview of the emergency dispatch curriculum with discussion of critical strategies necessary for designing and managing a professionally staffed communication center.
12269,Executive/Corporate/Business/Leadership Coach,https://www.cce-global.org/credentialing/bcc/designations,,  ,1,,1,5 ,1,0,0,0,,Specialty,C,0091,"Center for Credentialing & Education, Inc.","3 Terrace Way, Greensboro, NC 27403-3660",336.482.2856,,,336.482.2852,cce@cce-global.org,https://www.cce-global.org,CCE,Board Certified Coach applicants the opportunity to apply for specialty designations. These specialty designations are voluntary accompaniments to the Board Certified Coach credential that emphasize an area of expertise.
13628,Exercise Endocrinology,https://www.ifpa-fitness.com/fitness-certifications,,  ,0,,1,2 ,1,1,,1,,Specialty,C,1810,International Fitness Professionals Association,"P.O.Box 46248 Tampa, FL 33646",800-785-1924,,813-979-1925,813-979-1978,,https://www.ifpa-fitness.com/,IFPA,"Learn how hormones influence fitness and performance. This course helps you design smarter exercise programs that harness hormonal responses for optimal energy, fat loss, and recovery, empowering your clients to see better, faster results."
13593,Exercise Endocrinology Specialist,https://www.ifpa-fitness.com/exercise-endocrinology-specialist,,  ,0,,1,2 ,1,1,,1,,Specialty,C,1810,International Fitness Professionals Association,"P.O.Box 46248 Tampa, FL 33646",800-785-1924,,813-979-1925,813-979-1978,,https://www.ifpa-fitness.com/,IFPA,"Exercise Endocrinology Specialist provides a comprehensive examination of the connections between exercise, hormone function, and health. This certification offers the most up-to-date resource for the constantly advancing field of exercise endocrinology."
7615,Exercise Physiologist Certification,https://www.asep.org/index.php/epc-online/epc-preparation/,EPC,Exercise physiology  ,1,,1,5 ,1,0,0,0,,Core,A,1220,American Society of Exercise Physiologists,"1200 Kenwood Avenue, Duluth, MN 55811",218-723-6297,,,218-723-6472,,https://www.asep.org/,ASEP,"The primary objective of the EPC examination is to test the candidate's competence in the profession of exercise physiology. Such professional competence includes adequate academic and technical knowledge, the ability to apply such knowledge skillfully and with good judgment, and an understanding of professional, ethical responsibility."
13253,Exercise Recovery Specialist,https://www.issaonline.com/certification/exercise-recovery-specialist,,personal trainer  ,0,,1,2 ,1,1,0,0,,Specialty,C,0269,International Sports Sciences Association,"400 E. Gutierrez Street, Santa Barbara, CA 93101",800-892-4772,,805-884-8111,805-884-8119,webmaster@issaonline.com,https://www.issaonline.com/,ISSA,"As an ISSA Certified Exercise Recovery Specialist, you will learn the connections between exercise science and the recovery process. You will also learn the individual factors affecting individual client responses to muscle recovery techniques. While once only seen in physical therapy applications, fitness trainers can now use this information related to sleep, soreness, stress, massage, nutrition, and even DNA."
11410,Exercise is Medicine Certification,https://acsm.org/certification/specialized/,EIM,  ,0,,1,3 ,1,0,0,0,,Core,A,0171,American College of Sports Medicine,"PO Box 1440, Indianapolis, IN 46206-1440",800-486-5643,,317-637-9200,317-634-7817,certification@acsm.org,https://acsm.org/,ACSM,The ACSM Exercise is Medicine Credential&copy; (EIM) provides exercise professionals with the opportunity to work closely with the medical community.
1290,Exercise/Fitness Therapy Certification,https://www.issaonline.com/certification/exercise-therapist-certification,,"Exercise fitness therapy, trainer, personal trainer, fitness, ",1,,1,2 ,1,0,0,0,,Core,A,0269,International Sports Sciences Association,"400 E. Gutierrez Street, Santa Barbara, CA 93101",800-892-4772,,805-884-8111,805-884-8119,webmaster@issaonline.com,https://www.issaonline.com/,ISSA,"The ISSA's Fitness / Exercise Therapy Certification course takes the best technologies from the health care and fitness realms, and combines them into a course that helps personal trainers and health care specialists take over when medical treatment is over. Whether you're a fitness trainer wanting to expand your clientele to include individuals with medical conditions that require special care while exercising, or a health care professional wanting to go beyond the often ridiculous restrictions imposed by insurance companies, the ISSA Fitness / Exercise Therapy Certification program opens up many new channels in which to provide your skills."
12718,Experienced Birth Doula Certification,https://icea.org/get-certified/birth-doula-icbd/,ICBD,  ,,,1,3 ,1,0,0,0,,Advanced,B,0309,International Childbirth Education Association,"PO Box 20048, Minneapolis, MN 55420",6128548660,,,6128548772,info@icea.org,https://icea.org,ICEA,The ICEA Birth Doula Certification examination is designed to test for a thorough knowledge of the basic content in childbirth. The examination is based solely on the objectives outlined in the eight parts of the ICEA birth doula curriculum.
9076,Experienced Childbirth Educator Certification,https://icea.org/get-certified/childbirth-educator-icce/,,Experienced Childbirth Educator  ,1,,1,4 ,1,0,1,0,"The examination consists entirely of 150 multiple choice questions, there are no short answer or essay questions. The examination is an online &amp;ldquo;closed book&amp;rdquo; exam, and must have a proctor present during the entire exam. Three hours are given to complete the examination.",Advanced,B,0309,International Childbirth Education Association,"PO Box 20048, Minneapolis, MN 55420",6128548660,,,6128548772,info@icea.org,https://icea.org,ICEA,"ICEA certified childbirth educators have verified that they have the necessary knowledge and experience to enable them to facilitate expectant parents' mental and physical preparation for pregnancy, labor, birth and parenthood. This program promotes the concept of the childbirth educator as an advocate of the natural process of childbirth and the right of the expectant parent to make informed choices based on the knowledge of alternatives. The experienced educator program is designed for childbirth educators with more than two years experience."
12711,Experienced Postpartum Doula Certification,https://icea.org/get-certified/postpartum-doula-icpd/,ICPD,  ,1,,1,  ,1,0,1,0,"&lt;div&gt;The examination consists entirely of 75 multiple-choice questions. There are no short answer or essay questions. The examination is an online &amp;ldquo;closed book&amp;rdquo; exam, and must have a proctor present during the entire exam. 1.5 hours is given to complete the examination. The score is based on the number of correct answers.&lt;/div&gt;",Advanced,B,0309,International Childbirth Education Association,"PO Box 20048, Minneapolis, MN 55420",6128548660,,,6128548772,info@icea.org,https://icea.org,ICEA,"This certification pathway is the right choice for you if:

You are currently certified with another recognized postpartum doula organization, such as DONA or CAPPA, and have been actively practicing for a minimum of two years.

You have been certified as a postpartum doula within the last two years through ICEA or another recognized postpartum doula organization, such as DONA or CAPPA, and actively practiced for a minimum of two years while certified, but your certification has expired within the last two years."
8963,Expert Systems Engineering Professional,https://www.incose.org/certification,ESEP,Senior Systems engineer ,1,,1,5 ,1,0,0,0,,Advanced,B,1427,International Council on Systems Engineering,"7670 Opportunity Rd., Suite 220 San Diego, CA 92111-2222",858-541-1725,,800-366-1164,800-366-1164,info@incose.org,https://www.incose.org/,INCOSE,"Targeted towards senior systems engineering leaders
with recognized systems accomplishments, who have
many years of systems engineering work experience"
5463,Explosive Detection K-9 Team Test,http://eswda.org/wp-content/uploads/2015/07/Explosive-Detection-Test.pdf,,explosive detection canine,,,1,  ,,,,,,Specialty,C,0861,"Eastern States Working Dog Association, Inc.","P.O. Box 187 Mount Holly, NJ 08060",609-491-3109,,,,JMiller@eswda.org,http://eswda.org/,,This test is designed to show the K-9 teams reliability and proficiency in detecting and indicating the presence of explosives.<br>All teams will be tested on the following odors:<br>1. Black or Smokeless gunpowder.<br>2. Dynamite (Both Military and Commercial Varieties)<br>3. TNT<br>4. Primer Cord<br>5. Water -Gel type explosives<br>6. C-4 or Flex-X
12972,F5 Certified BIG-IP Administrator,https://my.f5.com/manage/s/article/K29900360#201,F5-CA,  ,1,,1,2 ,0,1,1,1,F5 Certified! exams are delivered at &lt;a href=&quot;https://home.pearsonvue.com/f5&quot; target=&quot;_blank&quot;&gt;Pearson VUE&lt;/a&gt; and Prometric testing centers worldwide.,Product/Equipment,D,1723,F5,"801 5th Ave Seattle, WA 98104",888-882-7535,,206-272-5555,206-272-5556,,https://www.f5.com/,F5,"The F5 Certified! Administrator (F5-CA) designation is applied to individuals who possess knowledge and understanding of the concepts and technology-standards applicable to the day-to-day operations of F5 products in diverse environments. Designed for operational roles, these individuals have a basic understanding of the fundamental concepts, configurations, and processes necessary to maintain a healthy installation, identify aberrant behavior, and provide basic fault isolation to assist senior engineers in correcting malfunctions. The F5-CA is available in a specialization for F5 BIG-IP devices."
